,playerID,name,position,firstage,avgfirst3PER,avgfirst3MP,firstyr,peakage,height,weight,college
229,carteje01,Jevon Carter,POINT GUARD,23,7.8,577.0,2019,24,187.96,88.904032,West Virginia
230,cartewe01,Wendell Carter Jr.,CENTER,19,15.2,1110.0,2019,23,208.28,115.66596000000001,Duke
231,caupatr01,Troy Caupain,POINT GUARD,23,30.7,16.0,2019,25,193.04,95.25432,Cincinnati
232,chealjo01,Joe Chealey,POINT GUARD,23,2.0,8.0,2019,24,190.5,86.18248,College of Charleston
233,chiozch01,Chris Chiozza,POINT GUARD,23,7.0,33.0,2019,26,182.88,79.3786,None
234,clarkga01,Gary Clark,POWER FORWARD,24,9.2,641.0,2019,25,203.2,102.0582,None
235,colsobo01,Bonzie Colson,SMALL FORWARD,23,12.9,98.0,2019,24,198.12,102.0582,Notre Dame
236,creekmi01,Mitch Creek,SMALL FORWARD,26,18.9,48.0,2019,26,,,
237,davisty01,Tyler Davis,CENTER,21,0.0,1.0,2019,25,208.28,120.655472,None
238,delgaan01,Ángel Delgado,CENTER,24,4.3,15.0,2019,25,,,
239,derrima01,Marcus Derrickson,POWER FORWARD,22,19.4,67.0,2019,23,200.66,112.94440800000001,None
240,diallha01,Hamidou Diallo,SHOOTING GUARD,20,10.1,526.0,2019,22,195.58,89.811216,Kentucky
241,divindo01,Donte DiVincenzo,SHOOTING GUARD,22,9.1,411.0,2019,28,193.04,92.079176,Villanova
